Query_ID,Document_ID,Rank
126,en.13.56.214.2010.5.28,1
126,en.2.319.348.2010.6.6,2
126,en.3.326.80.2009.9.5,3
126,en.15.147.229.2009.10.6,4
126,en.15.147.222.2009.10.4,5
126,en.13.25.179.2009.11.8,6
126,en.2.260.111.2009.4.29,7
126,en.15.136.355.2009.7.24,8
126,en.15.151.83.2009.10.31,9
126,en.3.322.338.2009.8.7,10
126,en.3.331.91.2009.10.11,11
126,en.15.147.224.2009.10.5,12
126,en.13.8.362.2009.7.16,13
126,en.3.329.19.2009.9.22,14
126,en.3.350.209.2010.2.18,15
126,en.3.329.374.2009.9.27,16
126,en.15.136.499.2009.7.24,17
126,en.2.260.462.2009.4.29,18
126,en.2.268.455.2009.6.18,19
126,en.15.124.268.2009.5.15,20
126,en.3.322.206.2009.8.7,21
126,en.3.326.404.2009.9.3,22
126,en.3.326.381.2009.9.2,23
126,en.2.279.7.1970.1.1,24
126,en.2.260.180.2009.4.29,25
126,en.3.331.451.2009.10.12,26
126,en.13.10.19.2009.7.30,27
126,en.15.121.269.2009.4.27,28
126,en.15.151.62.2009.11.4,29
126,en.2.281.34.2009.9.11,30
126,en.13.8.152.2009.7.16,31
126,en.2.278.125.2009.8.27,32
126,en.3.326.252.2009.9.2,33
126,en.3.326.26.2009.9.2,34
126,en.3.322.366.2009.8.9,35
126,en.2.260.436.2009.5.1,36
126,en.13.1.53.2009.5.31,37
126,en.15.125.223.2009.5.20,38
126,en.3.326.205.2009.9.2,39
126,en.15.151.98.2009.11.3,40
126,en.15.121.184.2009.4.28,41
126,en.2.317.224.2010.5.28,42
126,en.2.279.287.2009.8.31,43
126,en.3.331.441.2009.10.13,44
126,en.3.343.92.2010.1.12,45
126,en.15.154.217.2009.11.26,46
126,en.15.147.306.2009.10.7,47
126,en.13.27.301.2009.11.20,48
126,en.3.329.447.2009.9.22,49
126,en.2.260.22.2009.4.30,50
127,en.2.319.348.2010.6.6,1
127,en.13.56.214.2010.5.28,2
127,en.15.132.109.2009.7.1,3
127,en.15.86.478.2008.9.24,4
127,en.15.135.383.2009.7.22,5
127,en.15.103.297.2009.1.4,6
127,en.15.136.240.2009.7.21,7
127,en.15.136.294.2009.7.22,8
127,en.3.381.157.2007.7.24,9
127,en.3.353.28.2010.3.10,10
127,en.15.136.476.2009.7.22,11
127,en.15.90.350.2008.10.19,12
127,en.15.136.130.2009.7.22,13
127,en.15.136.326.2009.7.21,14
127,en.15.204.145.2007.8.24,15
127,en.15.240.448.2008.2.7,16
127,en.3.361.410.2010.4.27,17
127,en.3.417.283.2008.1.9,18
127,en.3.395.122.2007.10.2,19
127,en.15.78.348.2008.8.1,20
127,en.3.356.123.2010.4.3,21
127,en.15.128.236.2009.6.5,22
127,en.15.78.254.2008.8.1,23
127,en.15.250.335.2008.3.15,24
127,en.15.250.479.2008.3.14,25
127,en.15.136.325.2009.7.22,26
127,en.15.124.375.2009.5.15,27
127,en.3.380.251.2007.7.19,28
127,en.15.135.451.2009.7.20,29
127,en.15.184.26.2010.6.2,30
127,en.15.85.475.2008.9.19,31
127,en.2.281.396.2009.9.10,32
127,en.3.352.171.2010.3.9,33
127,en.15.136.141.2009.7.22,34
127,en.15.91.116.2008.10.22,35
127,en.3.414.331.2007.12.27,36
127,en.15.136.379.2009.7.22,37
127,en.3.398.95.2007.10.18,38
127,en.3.381.44.2007.7.22,39
127,en.2.266.347.2009.6.9,40
127,en.15.246.399.2008.3.1,41
127,en.15.104.166.2009.1.11,42
127,en.15.221.237.2007.11.12,43
127,en.15.111.91.2009.3.22,44
127,en.15.204.433.2007.8.23,45
127,en.15.201.389.2007.8.11,46
127,en.3.352.81.2010.3.9,47
127,en.15.136.437.2009.7.22,48
127,en.15.136.25.2009.7.22,49
127,en.15.73.221.2008.6.26,50
128,en.13.56.214.2010.5.28,1
128,en.2.319.348.2010.6.6,2
128,en.15.206.323.2007.8.31,3
128,en.15.86.41.2008.9.26,4
128,en.15.225.130.2007.12.6,5
128,en.3.410.281.2007.12.6,6
128,en.3.349.179.1970.1.1,7
128,en.15.64.298.2008.4.28,8
128,en.15.202.161.2007.8.15,9
128,en.13.31.487.2010.1.2,10
128,en.15.115.3.2009.2.14,11
128,en.13.59.270.2010.6.11,12
128,en.13.1.98.2009.6.1,13
128,en.15.202.210.2007.8.15,14
128,en.15.117.252.2009.2.22,15
128,en.3.332.387.2009.10.21,16
128,en.15.229.13.2007.12.24,17
128,en.2.291.112.2009.11.30,18
128,en.3.356.250.2010.4.2,19
128,en.15.237.84.2008.1.25,20
128,en.15.246.255.2008.2.28,21
128,en.15.98.297.2008.12.2,22
128,en.15.140.216.2009.8.22,23
128,en.13.55.72.2010.5.23,24
128,en.13.1.170.2009.6.1,25
128,en.3.332.322.2009.10.21,26
128,en.2.317.267.2010.5.28,27
128,en.13.31.88.2010.1.2,28
128,en.3.358.60.2010.4.12,29
128,en.3.356.488.2010.4.4,30
128,en.15.162.38.2010.1.23,31
128,en.15.115.267.2009.2.14,32
128,en.13.41.376.2010.3.1,33
128,en.2.317.365.2010.5.28,34
128,en.15.204.236.2007.8.23,35
128,en.2.320.122.2010.6.12,36
128,en.13.55.90.2010.5.23,37
128,en.15.107.10.2009.1.29,38
128,en.3.333.262.1970.1.1,39
128,en.15.80.224.2008.8.17,40
128,en.2.291.172.2009.12.2,41
128,en.2.258.279.2009.4.22,42
128,en.15.248.460.2008.3.8,43
128,en.15.85.74.2008.9.20,44
128,en.3.333.379.2009.10.25,45
128,en.15.245.165.2008.2.27,46
128,en.2.291.306.2009.11.28,47
128,en.15.84.406.2008.9.14,48
128,en.15.202.379.2007.8.14,49
128,en.15.78.92.2008.7.31,50
129,en.2.319.348.2010.6.6,1
129,en.13.56.214.2010.5.28,2
129,en.15.141.445.2009.8.29,3
129,en.15.132.155.2009.7.1,4
129,en.15.132.121.2009.6.30,5
129,en.15.137.476.2009.7.31,6
129,en.2.298.269.1970.1.1,7
129,en.3.333.197.2009.10.27,8
129,en.15.132.44.2009.6.26,9
129,en.15.139.473.2009.8.12,10
129,en.13.8.466.2009.7.11,11
129,en.2.277.79.2009.8.19,12
129,en.2.277.373.2009.8.19,13
129,en.13.8.68.2009.7.11,14
129,en.2.275.340.2009.8.4,15
129,en.2.275.213.2009.8.4,16
129,en.15.140.5.2009.8.22,17
129,en.2.270.162.2009.7.2,18
129,en.13.10.280.2009.7.29,19
129,en.3.343.140.2010.1.9,20
129,en.2.277.462.2009.8.18,21
129,en.15.132.54.2009.6.30,22
129,en.13.8.358.2009.7.14,23
129,en.13.8.79.2009.7.14,24
129,en.15.136.376.2009.7.25,25
129,en.2.270.11.2009.7.3,26
129,en.3.333.336.2009.10.23,27
129,en.15.132.364.2009.6.28,28
129,en.15.132.153.2009.6.28,29
129,en.15.132.102.2009.6.28,30
129,en.13.27.373.2009.11.21,31
129,en.3.327.392.2009.9.12,32
129,en.15.132.336.2009.6.29,33
129,en.2.271.199.2009.7.10,34
129,en.15.132.202.2009.6.26,35
129,en.15.132.489.2009.6.26,36
129,en.3.329.29.2009.9.25,37
129,en.15.132.99.2009.6.30,38
129,en.2.275.146.2009.8.6,39
129,en.2.270.133.2009.7.3,40
129,en.2.305.365.2010.3.16,41
129,en.13.8.280.2009.7.16,42
129,en.3.331.310.2009.10.13,43
129,en.15.136.153.2009.7.20,44
129,en.2.271.457.2009.7.8,45
129,en.2.282.345.2009.9.19,46
129,en.15.132.424.2009.6.28,47
129,en.3.331.99.2009.10.12,48
129,en.15.132.108.2009.6.28,49
129,en.2.278.114.2009.8.25,50
130,en.13.56.214.2010.5.28,1
130,en.2.319.348.2010.6.6,2
130,en.3.378.475.2007.7.9,3
130,en.15.68.138.2008.5.25,4
130,en.15.69.149.2008.5.31,5
130,en.15.236.383.2008.1.22,6
