Query_ID,Document_ID,Rank
126,en.2.319.348.2010.6.6,1
126,en.13.56.214.2010.5.28,2
126,en.3.322.338.2009.8.7,3
126,en.3.329.19.2009.9.22,4
126,en.3.326.80.2009.9.5,5
126,en.3.326.381.2009.9.2,6
126,en.2.281.34.2009.9.11,7
126,en.3.350.209.2010.2.18,8
126,en.13.10.19.2009.7.30,9
126,en.3.326.205.2009.9.2,10
126,en.3.327.440.2009.9.12,11
126,en.15.151.98.2009.11.3,12
126,en.13.8.351.2009.7.10,13
126,en.3.331.441.2009.10.13,14
126,en.3.326.252.2009.9.2,15
126,en.3.326.26.2009.9.2,16
126,en.2.278.125.2009.8.27,17
126,en.15.151.83.2009.10.31,18
126,en.3.366.412.2010.5.26,19
126,en.15.147.229.2009.10.6,20
126,en.3.331.84.2009.10.10,21
126,en.15.136.499.2009.7.24,22
126,en.13.27.84.2009.11.19,23
126,en.13.25.179.2009.11.8,24
126,en.13.25.215.2009.11.8,25
126,en.15.147.222.2009.10.4,26
126,en.2.275.482.2009.8.5,27
126,en.3.331.451.2009.10.12,28
126,en.13.1.53.2009.5.31,29
126,en.2.268.455.2009.6.18,30
126,en.15.220.33.2007.11.10,31
126,en.15.148.481.2009.10.7,32
126,en.13.8.101.2009.7.14,33
126,en.13.8.362.2009.7.16,34
126,en.15.136.244.2009.7.26,35
126,en.15.124.268.2009.5.15,36
126,en.3.331.91.2009.10.11,37
126,en.15.147.306.2009.10.7,38
126,en.15.154.217.2009.11.26,39
126,en.13.8.423.2009.7.14,40
126,en.15.147.224.2009.10.5,41
126,en.13.45.6.2010.3.25,42
126,en.3.322.206.2009.8.7,43
126,en.2.278.93.2009.8.26,44
126,en.15.147.327.2009.10.2,45
126,en.2.279.2.2009.8.31,46
126,en.2.281.401.2009.9.9,47
126,en.2.289.268.2009.11.18,48
126,en.2.263.161.2009.5.23,49
126,en.2.260.111.2009.4.29,50
127,en.2.319.348.2010.6.6,1
127,en.13.56.214.2010.5.28,2
127,en.15.135.383.2009.7.22,3
127,en.15.136.294.2009.7.22,4
127,en.15.136.476.2009.7.22,5
127,en.15.136.130.2009.7.22,6
127,en.15.136.326.2009.7.21,7
127,en.15.135.451.2009.7.20,8
127,en.15.136.379.2009.7.22,9
127,en.15.136.325.2009.7.22,10
127,en.15.136.141.2009.7.22,11
127,en.15.136.25.2009.7.22,12
127,en.15.136.437.2009.7.22,13
127,en.13.31.1.2009.12.27,14
127,en.15.106.374.2009.1.25,15
127,en.15.160.419.2010.1.15,16
127,en.15.160.10.2010.1.16,17
127,en.15.136.240.2009.7.21,18
127,en.15.86.453.2008.9.22,19
127,en.15.132.109.2009.7.1,20
127,en.15.246.399.2008.3.1,21
127,en.15.218.71.2007.11.4,22
127,en.3.397.492.2007.10.14,23
127,en.15.160.127.2010.1.14,24
127,en.2.260.69.2009.4.29,25
127,en.15.139.368.2009.8.12,26
127,en.15.237.483.2008.1.27,27
127,en.15.103.297.2009.1.4,28
127,en.15.160.225.2010.1.15,29
127,en.3.378.100.2007.7.8,30
127,en.3.397.190.2007.10.14,31
127,en.15.252.492.2008.3.20,32
127,en.15.167.44.2010.2.23,33
127,en.13.3.11.2009.6.10,34
127,en.3.391.149.2007.9.13,35
127,en.15.68.66.2008.5.27,36
127,en.15.225.168.2007.12.4,37
127,en.15.245.446.2008.2.26,38
127,en.15.201.270.2007.8.12,39
127,en.3.329.480.2009.9.21,40
127,en.15.228.158.2007.12.16,41
127,en.3.414.139.2007.12.27,42
127,en.15.172.74.2010.3.28,43
127,en.15.160.114.2010.1.15,44
127,en.3.356.375.2010.4.4,45
127,en.15.62.305.2008.4.19,46
127,en.3.417.84.2008.1.9,47
127,en.15.77.188.2008.7.30,48
127,en.15.74.201.2008.7.1,49
127,en.15.86.478.2008.9.24,50
128,en.13.56.214.2010.5.28,1
128,en.2.319.348.2010.6.6,2
128,en.15.225.130.2007.12.6,3
128,en.3.410.281.2007.12.6,4
128,en.15.206.323.2007.8.31,5
128,en.15.227.217.2007.12.11,6
128,en.15.227.288.2007.12.12,7
128,en.15.228.131.2007.12.16,8
128,en.15.86.41.2008.9.26,9
128,en.3.397.254.2007.10.10,10
128,en.15.225.224.2007.12.5,11
128,en.3.405.372.2007.11.15,12
128,en.3.376.276.2007.6.25,13
128,en.15.229.284.2007.12.23,14
128,en.15.110.218.2009.3.27,15
128,en.15.253.217.2008.3.25,16
128,en.15.230.69.2007.12.25,17
128,en.2.260.129.2009.4.30,18
128,en.2.260.19.2009.5.1,19
128,en.15.89.331.2008.10.14,20
128,en.15.228.280.2007.12.16,21
128,en.15.121.18.2009.4.27,22
128,en.3.419.51.2008.1.19,23
128,en.15.109.138.2009.2.9,24
128,en.3.410.6.2007.12.7,25
128,en.15.114.400.2009.3.5,26
128,en.15.77.239.2008.7.28,27
128,en.13.1.98.2009.6.1,28
128,en.3.419.155.2008.1.19,29
128,en.15.80.224.2008.8.17,30
128,en.15.77.280.2008.7.27,31
128,en.15.229.84.2007.12.23,32
128,en.15.77.268.2008.7.27,33
128,en.15.77.429.2008.7.28,34
128,en.15.87.485.2008.9.30,35
128,en.15.77.318.2008.7.27,36
128,en.15.84.286.2008.9.15,37
128,en.15.107.374.2009.1.29,38
128,en.15.89.266.2008.10.14,39
128,en.15.84.472.2008.9.14,40
128,en.15.84.87.2008.9.16,41
128,en.15.96.230.2008.11.16,42
128,en.15.85.107.2008.9.18,43
